id,label
1721,0.38381296396255493
9523,0.620145320892334
10567,0.9732979536056519
5726,0.21366536617279053
2968,0.5675263404846191
1556,0.36031103134155273
9272,0.7000585198402405
7627,0.7621836066246033
7870,0.8280079960823059
10759,0.8154960870742798
2398,0.9740486145019531
685,0.9867748022079468
884,0.6435574293136597
8830,0.15532530844211578
6327,0.7231560945510864
4837,0.1318129450082779
10125,0.02606574445962906
4102,0.9845823049545288
10756,0.6182732582092285
5210,0.8393562436103821
2674,0.08671128004789352
5168,0.932776689529419
3208,0.12290995568037033
10044,0.318922758102417
1435,0.9562276005744934
6027,0.2571002244949341
5890,0.9292265772819519
7545,0.7230236530303955
10643,0.20839525759220123
10648,0.6329389214515686
660,0.7686659693717957
6299,0.09824146330356598
5485,0.8970346450805664
3954,0.2926190495491028
11640,0.9127930402755737
9771,0.943812370300293
7609,0.5036458373069763
7496,0.3425375819206238
2299,0.7692471742630005
4028,0.8863972425460815
2688,0.479236364364624
6921,0.32275062799453735
2508,0.05356882885098457
3078,0.3607673943042755
7490,0.9969688057899475
2162,0.22166801989078522
643,0.6303777694702148
5548,0.8779742121696472
5603,0.7137253284454346
11804,0.8000790476799011
4038,0.3766552805900574
5313,0.24566251039505005
279,0.4885760545730591
3098,0.3465798795223236
6211,0.45919206738471985
11073,0.5403004884719849
2374,0.9789842963218689
4096,0.34407463669776917
4528,0.9735239744186401
11898,0.3016178607940674
4679,0.43723395466804504
1865,0.8575860857963562
1878,0.9419675469398499
2326,0.789931058883667
582,0.9748170971870422
1078,0.22436469793319702
3169,0.238555908203125
1710,0.6931121349334717
6546,0.6955956220626831
780,0.7625649571418762
1405,0.9570327997207642
10016,0.4481630027294159
10590,0.2868991792201996
5232,0.12244053184986115
4989,0.8907897472381592
291,0.15669316053390503
10198,0.3554327189922333
9450,0.295576810836792
8287,0.19958792626857758
436,0.5033538937568665
3625,0.47930315136909485
9769,0.9520769119262695
2765,0.4109281897544861
1909,0.8415589332580566
7536,0.9306123852729797
1689,0.21324799954891205
324,0.17699381709098816
4440,0.08582241833209991
6409,0.41493386030197144
2476,0.9783585071563721
906,0.38626354932785034
12451,0.5931115746498108
10103,0.3748873174190521
11587,0.1654001921415329
11483,0.846139132976532
10748,0.13657934963703156
7281,0.9876846075057983
7547,0.9872637391090393
1634,0.1755366176366806
3975,0.8858137130737305
7303,0.22607478499412537
11350,0.17683126032352448
1231,0.8978036046028137
6997,0.42702972888946533
6928,0.7835349440574646
5710,0.22662007808685303
4860,0.9450485110282898
9268,0.6311590671539307
1418,0.1137605607509613
2724,0.9806114435195923
11208,0.22815896570682526
9666,0.3664451837539673
11011,0.1816868782043457
11801,0.8451861143112183
5814,0.2994949519634247
1704,0.8316078782081604
11733,0.9265681505203247
1094,0.7999266982078552
12460,0.8759904503822327
567,0.32204532623291016
9878,0.3755139112472534
9186,0.26422300934791565
5239,0.845471978187561
1169,0.6703840494155884
2997,0.5154807567596436
4263,0.49282318353652954
6519,0.1150682345032692
7315,0.9901148080825806
7006,0.9244545698165894
6735,0.5295285582542419
8610,0.8965198397636414
2734,0.18717657029628754
1699,0.18759839236736298
10342,0.9539638757705688
6508,0.10996858030557632
8054,0.942956805229187
4227,0.35328012704849243
11918,0.794677197933197
2717,0.2480752319097519
5873,0.8152576088905334
3295,0.0798405259847641
10310,0.35976696014404297
12457,0.4378120005130768
8653,0.20068658888339996
8401,0.19186139106750488
5054,0.09538048505783081
12448,0.989081859588623
19,0.5748725533485413
2558,0.020335372537374496
3420,0.9448554515838623
824,0.021997913718223572
4452,0.7740427851676941
7322,0.7458565831184387
2132,0.9009284377098083
10925,0.9407669305801392
1074,0.7517408132553101
4293,0.12685899436473846
8574,0.3691554665565491
9130,0.3603084981441498
111,0.8404237627983093
4505,0.9766245484352112
3991,0.7058876752853394
7559,0.3491422235965729
3515,0.9203250408172607
5947,0.11494486033916473
10731,0.7106415629386902
12214,0.7126321196556091
4701,0.7275073528289795
8703,0.63178551197052
9087,0.7489595413208008
8182,0.9892890453338623
11977,0.783909022808075
8177,0.8449552655220032
8193,0.8164831399917603
7217,0.375342458486557
3872,0.15451514720916748
3200,0.9543442726135254
1151,0.9190883040428162
2273,0.17683382332324982
3663,0.2856138050556183
9815,0.9565156698226929
119,0.8617719411849976
2106,0.20013679563999176
10869,0.8878337144851685
8322,0.7800440788269043
8590,0.978368878364563
12080,0.8752172589302063
10251,0.25167182087898254
4707,0.907831072807312
262,0.8232812881469727
1148,0.04277447238564491
1549,0.9941919445991516
5441,0.7696396708488464
6646,0.8917936682701111
8724,0.10020068287849426
11931,0.47293025255203247
3269,0.3121761977672577
8382,0.8419156074523926
5832,0.7814082503318787
3738,0.12824265658855438
10450,0.019748063758015633
7986,0.6025300025939941
8873,0.9387433528900146
5367,0.9524253010749817
9,0.16746270656585693
1818,0.8579195737838745
11659,0.23357349634170532
10197,0.8366714715957642
12313,0.9637620449066162
7169,0.7844776511192322
4069,0.9416090846061707
2027,0.817570149898529
4171,0.960418701171875
8091,0.9275136590003967
4806,0.1181970089673996
9887,0.7960550785064697
8440,0.8554513454437256
3255,0.17106278240680695
2153,0.3843735456466675
1426,0.17956143617630005
8086,0.7971561551094055
6452,0.01594041846692562
4070,0.15502050518989563
8520,0.02073592133820057
6404,0.9287290573120117
6776,0.1260094791650772
11589,0.21923066675662994
1263,0.35032397508621216
8390,0.39113301038742065
4443,0.10578453540802002
1970,0.9398840665817261
1880,0.20165981352329254
3562,0.3539486229419708
1225,0.1803302764892578
5916,0.9486141204833984
583,0.3431953191757202
5187,0.9827658534049988
7167,0.3242804706096649
4180,0.5015344023704529
12171,0.2415388524532318
6792,0.9706678986549377
9827,0.6365178823471069
2113,0.776821494102478
4823,0.8660735487937927
5995,0.8376363515853882
3559,0.6855013370513916
2347,0.9432520866394043
6799,0.6221479773521423
9473,0.8097363710403442
2356,0.35808414220809937
4960,0.5946311354637146
11302,0.8455677032470703
2399,0.057110026478767395
11085,0.8372819423675537
6460,0.8866187930107117
5034,0.3274974822998047
2975,0.7773311734199524
1191,0.8702418208122253
4155,0.9572417140007019
1587,0.8010954260826111
12249,0.996101975440979
7690,0.23922297358512878
3540,0.6213510036468506
4872,0.8048502206802368
10407,0.2055153250694275
10633,0.73431396484375
12149,0.9867330193519592
6341,0.4140525758266449
714,0.6445472240447998
2746,0.11676507443189621
6488,0.22399763762950897
11205,0.9296832084655762
10949,0.7753653526306152
10988,0.3036883771419525
8538,0.899549126625061
3806,0.9340199828147888
9233,0.9176591038703918
12067,0.26235032081604004
5179,0.104493647813797
4697,0.10881318897008896
4175,0.9719379544258118
12196,0.8109332323074341
5597,0.7292878031730652
2378,0.7467567324638367
9058,0.38923636078834534
10515,0.36448127031326294
10321,0.9948400855064392
5842,0.6826985478401184
1598,0.7052820324897766
10397,0.3593789339065552
5148,0.9861721396446228
11168,0.2504165768623352
6329,0.4036750793457031
8768,0.7775052189826965
12422,0.9293797612190247
8769,0.36382967233657837
11498,0.30628031492233276
74,0.980748176574707
8045,0.7647334337234497
9656,0.43469440937042236
3620,0.45155882835388184
10219,0.693982720375061
4241,0.9444272518157959
1942,0.3469639718532562
12488,0.8641601204872131
9624,0.9708112478256226
8531,0.18794670701026917
1338,0.1503634750843048
11328,0.06912829726934433
1594,0.20054934918880463
9986,0.622032105922699
10050,0.4305287003517151
9354,0.9102001786231995
3440,0.8113594651222229
4185,0.12608219683170319
6059,0.4695684611797333
8446,0.22876489162445068
8674,0.18525642156600952
2236,0.6006051301956177
11286,0.9508644342422485
8009,0.5377420783042908
7727,0.6073672771453857
7709,0.3120495080947876
7658,0.9719641804695129
5607,0.8457276821136475
10543,0.14137966930866241
10521,0.18925513327121735
11276,0.6479731202125549
5593,0.8211557865142822
8409,0.3071031868457794
2633,0.7528223991394043
4708,0.35858696699142456
3121,0.085929274559021
2081,0.9431135058403015
2609,0.9158948063850403
5786,0.1965860277414322
3496,0.2858869135379791
12165,0.5798372626304626
7500,0.14690464735031128
2247,0.6252157092094421
7273,0.18260352313518524
7741,0.9217362999916077
10771,0.6167649030685425
9820,0.0548468716442585
9110,0.1884293407201767
3404,0.38329169154167175
6709,0.9192363619804382
1471,0.9389091730117798
1006,0.9479568004608154
11744,0.3422444760799408
11787,0.951514482498169
3989,0.9809646010398865
9200,0.9390206933021545
7039,0.22402049601078033
11657,0.27561622858047485
11030,0.9824063777923584
1216,0.9442607164382935
6774,0.9874778985977173
5698,0.7565875053405762
11323,0.4525062143802643
4580,0.36009886860847473
8235,0.8513528108596802
6517,0.8108412623405457
1398,0.31289350986480713
7066,0.9177515506744385
3445,0.9803513884544373
10236,0.042626745998859406
9124,0.881145179271698
8281,0.8938755393028259
1311,0.24841736257076263
928,0.5134206414222717
12413,0.9475797414779663
8377,0.7186325788497925
5683,0.0968858003616333
2552,0.9714493751525879
9811,0.1453174203634262
9514,0.054002199321985245
7487,0.12952734529972076
6607,0.7077495455741882
1158,0.9903822541236877
2835,0.6989123225212097
1174,0.9306075572967529
6822,0.960111141204834
5804,0.7035608291625977
8897,0.8816868662834167
4162,0.3059193193912506
7356,0.34497377276420593
5033,0.8570780158042908
7192,0.5634540319442749
2712,0.8272107243537903
3041,0.2436065375804901
6423,0.3433743119239807
11332,0.9532638788223267
4164,0.7043954133987427
2543,0.8778982162475586
11061,0.3321738541126251
3676,0.9844324588775635
10716,0.7737554907798767
12188,0.8568393588066101
9614,0.9758432507514954
2438,0.6759316325187683
5249,0.8758680820465088
11974,0.7330976128578186
1511,0.3241017162799835
5484,0.7847865223884583
8782,0.1685246080160141
2920,0.7197557091712952
2586,0.25216144323349
4984,0.7004817128181458
4209,0.26338109374046326
762,0.15005406737327576
12173,0.7453905940055847
8989,0.5807173848152161
1246,0.4760390818119049
4795,0.7691606879234314
1790,0.27671927213668823
3313,0.2659003436565399
512,0.11528108268976212
5369,0.9428673386573792
7428,0.6229305267333984
4356,0.5527219772338867
8581,0.9638981223106384
2971,0.9464721083641052
504,0.2450179010629654
920,0.07088996469974518
10794,0.7277858257293701
1991,0.9274601340293884
10055,0.6408770680427551
4160,0.2699417173862457
310,0.2503209710121155
4077,0.7324675917625427
7975,0.9485117197036743
12439,0.7895580530166626
9296,0.3606865704059601
11983,0.16987089812755585
3833,0.26091569662094116
1166,0.8844733834266663
1053,0.6634154319763184
4201,0.20697633922100067
1452,0.7280163764953613
8266,0.6301618814468384
2943,0.8683805465698242
1626,0.10883746296167374
306,0.8836711645126343
3300,0.7551273703575134
9201,0.11530054360628128
9370,0.7766523361206055
6080,0.9197845458984375
